step,env_index,observation,action,clipped_action,direct_joint_command
181,0,"[0.00239051366224885, -0.4778745174407959, -0.00023662789317313582, 0.8604793548583984, 0.005466352682560682, 1.273249626159668, -1.5456609725952148, 0.09615743905305862, 0.02466381900012493, -0.014091850258409977, -0.019547507166862488, -0.030242055654525757, 0.06258238106966019, 0.06166577339172363, 0.06293486058712006, -0.0383186936378479, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.01968912035226822, -0.013583408668637276, -0.009237374179065228, -0.022322863340377808, 0.045151375234127045, 0.04733807221055031, 0.046719104051589966, -0.04099553823471069]","[0.01968912035226822, -0.013583408668637276, -0.009237374179065228, -0.022322863340377808, 0.045151375234127045, 0.04733807221055031, 0.046719104051589966, -0.04099553823471069]","[0.004359425976872444, -0.4792328476905823, -0.0011603652965277433, 0.8582470417022705, 0.009981490671634674, 1.2779834270477295, -1.5409890413284302, 747.942138671875]"
182,0,"[0.0034674578346312046, -0.47861817479133606, -0.0007972532184794545, 0.8591550588607788, 0.008034846745431423, 1.2759193181991577, -1.5429909229278564, 0.09504415094852448, 0.021577797830104828, -0.014789638109505177, -0.0099255982786417, -0.02445467934012413, 0.04903227090835571, 0.05136029049754143, 0.05070587992668152, -0.03031308203935623, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.015046176500618458, -0.012083625420928001, -0.005489005707204342, -0.016774319112300873, 0.030213305726647377, 0.038671139627695084, 0.03088909387588501, -0.02574208565056324]","[0.015046176500618458, -0.012083625420928001, -0.005489005707204342, -0.016774319112300873, 0.030213305726647377, 0.038671139627695084, 0.03088909387588501, -0.02574208565056324]","[0.004972075577825308, -0.47982653975486755, -0.0013461537891998887, 0.857477605342865, 0.011056177318096161, 1.279786467552185, -1.5399019718170166, 747.530029296875]"
183,0,"[0.004340388812124729, -0.47929510474205017, -0.0011058360105380416, 0.8581563830375671, 0.009754722937941551, 1.2780916690826416, -1.5412242412567139, 0.0943412333726883, 0.016506856307387352, -0.01318013109266758, -0.005866733845323324, -0.018342727795243263, 0.03281132131814957, 0.04196476563811302, 0.03351329267024994, -0.020254530012607574, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.011517525650560856, -0.010299542918801308, -0.0032712025567889214, -0.012938184663653374, 0.019349994137883186, 0.030898194760084152, 0.017763972282409668, -0.016964638605713844]","[0.011517525650560856, -0.010299542918801308, -0.0032712025567889214, -0.012938184663653374, 0.019349994137883186, 0.030898194760084152, 0.017763972282409668, -0.016964638605713844]","[0.005492141470313072, -0.4803250730037689, -0.0014329563127830625, 0.8568625450134277, 0.011689722537994385, 1.2811814546585083, -1.5394477844238281, 747.355224609375]"
184,0,"[0.005013727582991123, -0.47988125681877136, -0.0012855230597779155, 0.8573910593986511, 0.01085557509213686, 1.2798248529434204, -1.5402069091796875, 0.09387684613466263, 0.012644164264202118, -0.011250266805291176, -0.00347395078279078, -0.014136264100670815, 0.021013880148530006, 0.033530838787555695, 0.019264057278633118, -0.014098219573497772, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.008261813782155514, -0.008922064676880836, -0.0021359873935580254, -0.009706341661512852, 0.01172143779695034, 0.02451837807893753, 0.009034350514411926, -0.011306582018733025]","[0.008261813782155514, -0.008922064676880836, -0.0021359873935580254, -0.009706341661512852, 0.01172143779695034, 0.02451837807893753, 0.009034350514411926, -0.011306582018733025]","[0.005839908961206675, -0.4807734489440918, -0.0014991217758506536, 0.8564203977584839, 0.012027719058096409, 1.2822767496109009, -1.5393034219741821, 747.2537841796875]"
185,0,"[0.005506163462996483, -0.48038768768310547, -0.0013966241385787725, 0.8568136692047119, 0.011521675623953342, 1.281198263168335, -1.539688229560852, 0.09356635808944702, 0.009068794548511505, -0.009760988876223564, -0.0022631988395005465, -0.010591241531074047, 0.012728694826364517, 0.02660207264125347, 0.009778383187949657, -0.010414248332381248, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0058754971250891685, -0.007712965831160545, -0.0015524467453360558, -0.0072863055393099785, 0.006916983053088188, 0.019496086984872818, 0.0038007795810699463, -0.008104434236884117]","[0.0058754971250891685, -0.007712965831160545, -0.0015524467453360558, -0.0072863055393099785, 0.006916983053088188, 0.019496086984872818, 0.0038007795810699463, -0.008104434236884117]","[0.006093712989240885, -0.481158971786499, -0.0015518688596785069, 0.8560850620269775, 0.012213373556733131, 1.283147931098938, -1.5393081903457642, 747.2440795898438]"
186,0,"[0.005858333315700293, -0.48082759976387024, -0.0014762026257812977, 0.8563806414604187, 0.011913911439478397, 1.282289743423462, -1.5394686460494995, 0.09334339201450348, 0.006445392034947872, -0.008450573310256004, -0.0016479769255965948, -0.007940176874399185, 0.007510606665164232, 0.02114873006939888, 0.004098175559192896, -0.0078102340921759605, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0041136788204312325, -0.0066417548805475235, -0.0012841848656535149, -0.005455874837934971, 0.0039874110370874405, 0.015671636909246445, 0.0010776221752166748, -0.0060806479305028915]","[0.0041136788204312325, -0.0066417548805475235, -0.0012841848656535149, -0.005455874837934971, 0.0039874110370874405, 0.015671636909246445, 0.0010776221752166748, -0.0060806479305028915]","[0.006269701290875673, -0.4814917743206024, -0.0016046210657805204, 0.8558350801467896, 0.012312652543187141, 1.2838568687438965, -1.5393608808517456, 747.2646484375]"
187,0,"[0.006106398068368435, -0.48120787739753723, -0.001542174955829978, 0.8560571670532227, 0.012139434926211834, 1.2831679582595825, -1.5394060611724854, 0.09317605942487717, 0.004507100209593773, -0.007284997962415218, -0.001371518592350185, -0.005939566995948553, 0.004328460898250341, 0.017001116648316383, 0.001130716293118894, -0.005867156200110912, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0028884699568152428, -0.005689086392521858, -0.0011283261701464653, -0.004111285321414471, 0.0022985953837633133, 0.012747635133564472, -0.00011780858039855957, -0.004739841446280479]","[0.0028884699568152428, -0.005689086392521858, -0.0011283261701464653, -0.004111285321414471, 0.0022985953837633133, 0.012747635133564472, -0.00011780858039855957, -0.004739841446280479]","[0.006395244970917702, -0.48177677392959595, -0.0016550075961276889, 0.855646014213562, 0.01236929465085268, 1.284442663192749, -1.5394178628921509, 747.2979125976562]"
188,0,"[0.006280394271016121, -0.48153507709503174, -0.0016014802968129516, 0.8558142185211182, 0.012268977239727974, 1.283882975578308, -1.5394150018692017, 0.09304573386907578, 0.0031592599116265774, -0.006245317868888378, -0.0012125758221372962, -0.004471326246857643, 0.002494421787559986, 0.013831873424351215, -0.00015564006753265858, -0.00448993593454361, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0020382599905133247, -0.004858940839767456, -0.0010044770315289497, -0.003108799457550049, 0.0013534072786569595, 0.010486929677426815, -0.0004671066999435425, -0.0037544164806604385]","[0.0020382599905133247, -0.004858940839767456, -0.0010044770315289497, -0.003108799457550049, 0.0013534072786569595, 0.010486929677426815, -0.0004671066999435425, -0.0037544164806604385]","[0.006484220270067453, -0.4820209741592407, -0.0017019279766827822, 0.8555033206939697, 0.01240431796759367, 1.2849316596984863, -1.5394617319107056, 747.3297119140625]"
189,0,"[0.006402685772627592, -0.4818154275417328, -0.0016554854810237885, 0.8556312322616577, 0.012344889342784882, 1.284472107887268, -1.5394418239593506, 0.09294258058071136, 0.002224884694442153, -0.005337931215763092, -0.0010846657678484917, -0.00337774190120399, 0.001467786729335785, 0.011379438452422619, -0.0005384246469475329, -0.003467044560238719, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0014565316960215569, -0.00413556769490242, -0.0008883541449904442, -0.002358955331146717, 0.0008352864533662796, 0.00870355311781168, -0.0004451572895050049, -0.0029914136976003647]","[0.0014565316960215569, -0.00413556769490242, -0.0008883541449904442, -0.002358955331146717, 0.0008352864533662796, 0.00870355311781168, -0.0004451572895050049, -0.0029914136976003647]","[0.006548339035362005, -0.48222899436950684, -0.0017443208489567041, 0.8553953170776367, 0.012428417801856995, 1.2853424549102783, -1.539486289024353, 747.3565673828125]"
190,0,"[0.006489464547485113, -0.4820546507835388, -0.0017041688552126288, 0.8554926514625549, 0.012391473166644573, 1.2849620580673218, -1.5394686460494995, 0.09286043792963028, 0.001586496946401894, -0.0045456956140697, -0.0009625386446714401, -0.0025604015681892633, 0.0009052047389559448, 0.009446230717003345, -0.0005131994839757681, -0.002705576363950968, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0010504582896828651, -0.003511222079396248, -0.0007755374535918236, -0.0017876522615551949, 0.0005443189293146133, 0.007265578024089336, -0.00028221309185028076, -0.0023791100829839706]","[0.0010504582896828651, -0.003511222079396248, -0.0007755374535918236, -0.0017876522615551949, 0.0005443189293146133, 0.007265578024089336, -0.00028221309185028076, -0.0023791100829839706]","[0.006594510283321142, -0.48240578174591064, -0.00178172264713794, 0.8553138971328735, 0.01244590524584055, 1.2856886386871338, -1.539496898651123, 747.37744140625]"
191,0,"[0.00655159680172801, -0.48225829005241394, -0.0017472486943006516, 0.8553879857063293, 0.012421637773513794, 1.2853715419769287, -1.5394865274429321, 0.09279508143663406, 0.0011416982160881162, -0.003861276665702462, -0.0008422925602644682, -0.001938319532200694, 0.0005890997708775103, 0.007885551080107689, -0.0003387692559044808, -0.0021413294598460197, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0007670009508728981, -0.0029752273112535477, -0.0006671613082289696, -0.001351301558315754, 0.0003771428018808365, 0.0060880472883582115, -0.00010243058204650879, -0.0018867719918489456]","[0.0007670009508728981, -0.0029752273112535477, -0.0006671613082289696, -0.001351301558315754, 0.0003771428018808365, 0.0060880472883582115, -0.00010243058204650879, -0.0018867719918489456]","[0.0066282968036830425, -0.4825558066368103, -0.0018139648018404841, 0.8552528619766235, 0.012459351681172848, 1.2859803438186646, -1.5394967794418335, 747.3936157226562]"
192,0,"[0.006596582010388374, -0.4824311137199402, -0.0017846974078565836, 0.8553089499473572, 0.012442418374121189, 1.285714864730835, -1.5394954681396484, 0.09274322539567947, 0.0008315451559610665, -0.003273453563451767, -0.0007258502300828695, -0.0014631248777732253, 0.0004081642837263644, 0.006607612129300833, -0.0001290884829359129, -0.0016943368827924132, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0005671204999089241, -0.0025161374360322952, -0.0005694059655070305, -0.0010151537135243416, 0.0002768654376268387, 0.005114973522722721, 5.328655242919922e-05, -0.001493336632847786]","[0.0005671204999089241, -0.0025161374360322952, -0.0005694059655070305, -0.0010151537135243416, 0.0002768654376268387, 0.005114973522722721, 5.328655242919922e-05, -0.001493336632847786]","[0.006653293967247009, -0.4826827347278595, -0.0018416380044072866, 0.8552074432373047, 0.012470104731619358, 1.2862263917922974, -1.5394901037216187, 747.4061279296875]"
193,0,"[0.00662958575412631, -0.48257744312286377, -0.0018168909009546041, 0.8552496433258057, 0.012457593344151974, 1.2860033512115479, -1.5394954681396484, 0.09270215034484863, 0.0006136076408438385, -0.002769542159512639, -0.0006202263757586479, -0.0010968734277412295, 0.0002992107765749097, 0.005551815032958984, 3.401870344532654e-05, -0.0013633514754474163, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.00042101088911294937, -0.0021258313208818436, -0.0004796786233782768, -0.0007554776966571808, 0.00020953454077243805, 0.004300513304769993, 0.00016133487224578857, -0.0011748690158128738]","[0.00042101088911294937, -0.0021258313208818436, -0.0004796786233782768, -0.0007554776966571808, 0.00020953454077243805, 0.004300513304769993, 0.00016133487224578857, -0.0011748690158128738]","[0.00667168665677309, -0.4827900230884552, -0.0018648587865754962, 0.8551741242408752, 0.012478547170758247, 1.286433458328247, -1.539479374885559, 747.4153442382812]"
194,0,"[0.006653912365436554, -0.48270127177238464, -0.0018441566498950124, 0.8552058935165405, 0.012469022534787655, 1.2862458229064941, -1.5394865274429321, 0.09266981482505798, 0.0004545711854007095, -0.0023410306312143803, -0.0005229326197877526, -0.0008147157495841384, 0.00022601484670303762, 0.004666993860155344, 0.0001457995967939496, -0.0010938619961962104, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.00031716469675302505, -0.0017930399626493454, -0.0004018833860754967, -0.0005574338138103485, 0.0001649949699640274, 0.0036185262724757195, 0.00021529197692871094, -0.0009214859455823898]","[0.00031716469675302505, -0.0017930399626493454, -0.0004018833860754967, -0.0005574338138103485, 0.0001649949699640274, 0.0036185262724757195, 0.00021529197692871094, -0.0009214859455823898]","[0.006685629021376371, -0.482880562543869, -0.0018843449652194977, 0.8551501631736755, 0.012485521845519543, 1.2866076231002808, -1.5394649505615234, 747.42236328125]"
195,0,"[0.006672095041722059, -0.48280587792396545, -0.0018670997815206647, 0.8551735281944275, 0.012478003278374672, 1.2864500284194946, -1.5394775867462158, 0.09264442324638367, 0.0003419105487409979, -0.001975587336346507, -0.00043835912947542965, -0.0005997204571031034, 0.00017757259774953127, 0.003926246892660856, 0.00020707058138214052, -0.0008546076714992523, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.00023763347417116165, -0.0015092585235834122, -0.00033911969512701035, -0.00040251389145851135, 0.00012757815420627594, 0.0030439468100667, 0.0002509653568267822, -0.0007221829146146774]","[0.00023763347417116165, -0.0015092585235834122, -0.00033911969512701035, -0.00040251389145851135, 0.00012757815420627594, 0.0030439468100667, 0.0002509653568267822, -0.0007221829146146774]","[0.0066958582028746605, -0.48295679688453674, -0.0019010117975994945, 0.8551332950592041, 0.01249076146632433, 1.2867543697357178, -1.5394524335861206, 747.4277954101562]"
196,0,"[0.006685701664537191, -0.4828939139842987, -0.0018864746671169996, 0.8551502823829651, 0.012484913691878319, 1.2866220474243164, -1.5394597053527832, 0.0926244854927063, 0.00025547092081978917, -0.0016636060317978263, -0.0003701253735926002, -0.00043152974103577435, 0.00013721648429054767, 0.0033002228010445833, 0.00024052498338278383, -0.0006698666256852448, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.0001838216558098793, -0.0012707654386758804, -0.00028081145137548447, -0.00028803106397390366, 0.00010774470865726471, 0.0025607096031308174, 0.00023767352104187012, -0.0005653481930494308]","[0.0001838216558098793, -0.0012707654386758804, -0.00028081145137548447, -0.00028803106397390366, 0.00010774470865726471, 0.0025607096031308174, 0.00023767352104187012, -0.0005653481930494308]","[0.006704083643853664, -0.48302099108695984, -0.0019145557889714837, 0.8551214933395386, 0.012495688162744045, 1.2868781089782715, -1.5394359827041626, 747.4320678710938]"
197,0,"[0.0066960775293409824, -0.48296821117401123, -0.001902610994875431, 0.855133056640625, 0.012490739114582539, 1.2867668867111206, -1.539445400238037, 0.09260886162519455, 0.00019759144925046712, -0.0014008786529302597, -0.00030653210706077516, -0.00030542435706593096, 0.00011573164374567568, 0.002779285190626979, 0.00022180817904882133, -0.0005630095256492496, 0.0, -0.47699999809265137, 0.0, 0.8571975827217102, 0.0, 1.2771975994110107, -1.5707963705062866, 0.10000000149011612]","[0.00013471674174070358, -0.001070300117135048, -0.00023180153220891953, -0.0001939050853252411, 8.218176662921906e-05, 0.002147841267287731, 0.00022107362747192383, -0.0004355143755674362]","[0.00013471674174070358, -0.001070300117135048, -0.00023180153220891953, -0.0001939050853252411, 8.218176662921906e-05, 0.002147841267287731, 0.00022107362747192383, -0.0004355143755674362]","[0.006709549110382795, -0.48307523131370544, -0.001925791148096323, 0.855113685131073, 0.012498957104980946, 1.2869817018508911, -1.5394233465194702, 747.4346923828125]"
